List of genes that are upregulated in the fat body from 50-day-old wild-type flies ,,,,,,,,,
Chromtin name,Start site,End site,Strand,Symbol,logFC,PValue,FDR,Upregulation,Downregulation
chr3L,13375856,13377099,+,ImpL1,4.128464937,3.79E-11,7.28E-10,TRUE,FALSE
chr3L,13377890,13379025,+,CG14110,2.780847386,0.009301398,0.038555546,TRUE,FALSE
chr3L,13421938,13428329,-,CG10713,1.50137982,0.008289523,0.034795208,TRUE,FALSE
chr3L,13428779,13430233,-,CG10154,6.796340741,4.05E-23,2.06E-21,TRUE,FALSE
chr3L,13431055,13432109,+,CG10725,4.61538908,1.56E-21,6.83E-20,TRUE,FALSE
chr3L,13432416,13433535,-,CG10140,2.122353118,7.50E-07,7.85E-06,TRUE,FALSE
chr3L,13449307,13450338,-,CG10116,1.978209544,1.87E-08,2.48E-07,TRUE,FALSE
chr3L,13872095,13876136,+,CG13737,7.105133926,7.58E-26,4.50E-24,TRUE,FALSE
chr3L,13966220,13966573,-,CG13738,5.558833162,0.00383076,0.018063273,TRUE,FALSE
chr3L,14076727,14078834,+,CG8100,2.24637727,2.23E-10,3.75E-09,TRUE,FALSE
chr3L,14096580,14101218,-,Sox21a,5.477607518,1.32E-11,2.67E-10,TRUE,FALSE
chr3L,14168700,14171720,-,D,1.520481991,2.41E-06,2.35E-05,TRUE,FALSE
chr3L,14267446,14361748,+,fz,1.673965248,1.91E-08,2.53E-07,TRUE,FALSE
chr3L,14322445,14322985,+,CG13482,5.556338222,1.02E-44,1.67E-42,TRUE,FALSE
chr3L,14393863,14395819,-,CG3868,2.753561556,5.17E-15,1.39E-13,TRUE,FALSE
chr3L,14665967,14740970,+,ome,2.104995402,5.49E-13,1.25E-11,TRUE,FALSE
chr3L,14667632,14671234,-,CG4914,3.206625744,0.000708213,0.004121902,TRUE,FALSE
chr3L,14721859,14722443,+,CG13473,5.833529982,0.001005722,0.005586111,TRUE,FALSE
chr3L,14725688,14726617,-,CG13471,2.837464455,0.000109046,0.000772027,TRUE,FALSE
chr3L,15070302,15071547,-,Or71a,1.676937295,7.76E-05,0.000566345,TRUE,FALSE
chr3L,15297468,15304295,+,CG7255,1.234825865,8.12E-06,7.24E-05,TRUE,FALSE
chr3L,15510523,15512692,-,mex1,3.879107548,7.75E-22,3.49E-20,TRUE,FALSE
chr3L,15513719,15514753,+,yellow-k,1.797890151,4.85E-05,0.000369618,TRUE,FALSE
chr3L,15521364,15522343,-,obst-H,4.708780654,6.64E-07,7.00E-06,TRUE,FALSE
chr3L,15528513,15546314,+,CrebA,1.525296788,3.64E-08,4.55E-07,TRUE,FALSE
chr3L,16075650,16076738,+,CG33258,2.363809858,5.89E-16,1.77E-14,TRUE,FALSE
chr3L,16077092,16078364,+,CG13075,1.42016141,0.001895393,0.009788538,TRUE,FALSE
chr3L,16090933,16093188,+,CG5389,3.308769261,0.004534193,0.020801835,TRUE,FALSE
chr3L,16280814,16281422,-,CG13046,1.90750545,0.009301398,0.038555546,TRUE,FALSE
chr3L,16287808,16288640,-,CG4962,1.495304585,0.000956021,0.005377397,TRUE,FALSE
chr3L,16302039,16304419,+,CG32160,6.381804782,1.49E-05,0.000126947,TRUE,FALSE
chr3L,16347844,16352525,-,CG4893,1.156199628,5.41E-05,0.000406865,TRUE,FALSE
chr3L,16354679,16354990,-,CG34249,4.647774089,4.84E-07,5.21E-06,TRUE,FALSE
chr3L,16355702,16356780,+,Cpr72Ea,7.704755341,1.28E-11,2.58E-10,TRUE,FALSE
chr3L,16358096,16358750,+,Cpr72Eb,5.991329118,0.000178595,0.001215346,TRUE,FALSE
chr3L,16358991,16360426,-,Cpr72Ec,4.78778169,1.46E-14,3.78E-13,TRUE,FALSE
chr3L,16361506,16362618,+,CG4842,2.049133743,1.05E-07,1.25E-06,TRUE,FALSE
chr3L,16387728,16389442,+,CG4680,1.82736639,1.76E-10,3.07E-09,TRUE,FALSE
chr3L,16389661,16393157,-,CG13035,1.926473163,3.67E-09,5.27E-08,TRUE,FALSE
chr3L,16415894,16445054,-,dsx-c73A,1.96222299,0.00136184,0.007379281,TRUE,FALSE
chr3L,16641933,16654727,-,Baldspot,1.412839116,2.61E-07,2.94E-06,TRUE,FALSE
chr3L,16667063,16669364,+,CG13032,2.837464455,0.000109046,0.000772027,TRUE,FALSE
chr3L,16669505,16704752,-,Lasp,1.376814801,8.49E-07,8.78E-06,TRUE,FALSE
chr3L,16719640,16720388,+,PGRP-SB2,3.110801671,9.58E-09,1.33E-07,TRUE,FALSE
chr3L,16720398,16721118,-,PGRP-SB1,5.625942141,1.71E-59,5.61E-57,TRUE,FALSE
chr3L,16726673,16732471,+,CG9701,3.7442767,5.97E-32,4.87E-30,TRUE,FALSE
chr3L,16759173,16770565,+,Nrt,3.287121796,7.78E-26,4.60E-24,TRUE,FALSE
chr3L,16769630,16772844,-,CG13025,1.299273048,8.43E-06,7.50E-05,TRUE,FALSE
chr3L,16853721,16854938,+,CG13029,2.318032806,0.001604588,0.008517135,TRUE,FALSE
chr3L,16931429,16932052,-,CG13022,2.841464995,0.001455073,0.007808721,TRUE,FALSE
chr3L,16937522,16938978,+,CG13027,1.959931865,8.23E-07,8.55E-06,TRUE,FALSE
chr3L,17039263,17041490,+,TpnC73F,1.781419417,3.01E-10,4.97E-09,TRUE,FALSE
chr3L,17393446,17394448,-,noe,1.077065885,0.00052573,0.003159828,TRUE,FALSE
chr3L,17487979,17488400,+,CG32185,7.661030497,2.64E-84,2.10E-81,TRUE,FALSE
chr3L,17542925,17543758,+,CG7542,3.931513563,1.62E-26,9.90E-25,TRUE,FALSE
chr3L,17664721,17676266,+,CG34251,7.483515012,7.87E-10,1.25E-08,TRUE,FALSE
chr3L,17738272,17739960,-,CG6034,1.133318091,8.41E-05,0.000609843,TRUE,FALSE
chr3L,17744826,17757253,-,Adgf-A,1.106324232,0.000106164,0.000754455,TRUE,FALSE
chr3L,17748035,17757241,-,Msi,1.099185977,0.002943719,0.014361465,TRUE,FALSE
chr3L,17751264,17752524,+,CG32182,2.798778318,5.83E-07,6.23E-06,TRUE,FALSE
chr3L,17802329,17807211,-,cln3,1.138908609,0.000113795,0.000802636,TRUE,FALSE
chr3L,17845723,17849864,-,CG5535,1.999090952,6.64E-12,1.37E-10,TRUE,FALSE
chr3L,17876748,17877474,-,CG5506,1.381148723,1.95E-05,0.000163372,TRUE,FALSE
chr3L,17880804,17884504,+,CG7402,1.497197905,4.36E-05,0.000335703,TRUE,FALSE
chr3L,18063389,18066482,-,CG34252,1.167804307,6.25E-05,0.00046527,TRUE,FALSE
chr3L,18123199,18125333,-,Cyp312a1,2.249736624,7.16E-13,1.62E-11,TRUE,FALSE
chr3L,18142024,18146721,+,CG7330,1.716202713,1.53E-06,1.52E-05,TRUE,FALSE
chr3L,18245187,18245946,+,CheA75a,7.05337435,2.12E-07,2.41E-06,TRUE,FALSE
chr3L,18390652,18391503,-,rpr,2.646812665,2.54E-14,6.41E-13,TRUE,FALSE
chr3L,18553357,18569426,+,star1,2.414282863,0.003541961,0.016844139,TRUE,FALSE
chr3L,18596524,18598515,+,CG18234,2.336211319,0.000105273,0.000748826,TRUE,FALSE
chr3L,18600561,18602612,+,CG18231,5.219232751,0.009538267,0.039278281,TRUE,FALSE
chr3L,18604999,18607103,+,CG32199,2.651390826,0.004169061,0.019301009,TRUE,FALSE
chr3L,18714992,18716372,-,CG12477,2.841464995,0.004888614,0.022164851,TRUE,FALSE
chr3L,18978060,18978734,+,CG14075,3.459613256,0.000104655,0.000745133,TRUE,FALSE
chr3L,19091098,19092164,+,CG14079,1.563901,0.000474381,0.00288687,TRUE,FALSE
chr3L,19494109,19496970,-,CG9452,2.302509695,1.68E-14,4.31E-13,TRUE,FALSE
chr3L,19531524,19537272,-,CG9279,2.739573829,5.56E-17,1.83E-15,TRUE,FALSE
chr3L,19597497,19599190,-,lush,2.283811795,4.18E-08,5.18E-07,TRUE,FALSE
chr3L,19640375,19642949,-,Oat,1.846066923,8.17E-11,1.49E-09,TRUE,FALSE
chr3L,19643910,19656763,-,tey,1.932660613,0.001712558,0.009007803,TRUE,FALSE
chr3L,19866991,19874167,+,CG8334,1.795314657,3.37E-10,5.51E-09,TRUE,FALSE
chr3L,19974784,19977291,+,CG17732,2.074988331,0.000877208,0.00496931,TRUE,FALSE
chr3L,19982650,19984279,-,fln,1.41654199,6.05E-07,6.45E-06,TRUE,FALSE
chr3L,19995857,19997706,+,CG7668,1.420279607,6.23E-07,6.63E-06,TRUE,FALSE
chr3L,20017786,20020935,-,CG14183,1.557083955,1.06E-06,1.08E-05,TRUE,FALSE
chr3L,20053110,20082082,-,sNPF-R,1.157617224,0.001327028,0.007201002,TRUE,FALSE
chr3L,20117395,20120465,-,CG7365,1.493346657,1.87E-07,2.14E-06,TRUE,FALSE
chr3L,20123550,20124840,-,obst-J,4.919207128,2.72E-16,8.38E-15,TRUE,FALSE
chr3L,20181598,20182879,+,CG6981,2.547132421,1.35E-16,4.30E-15,TRUE,FALSE
chr3L,20193542,20194738,-,obst-F,6.694445754,1.03E-21,4.58E-20,TRUE,FALSE
chr3L,20197717,20199143,-,CG7290,3.885737319,0.000143151,0.000993044,TRUE,FALSE
chr3L,20203537,20205262,-,CG7017,7.422134797,1.21E-44,1.96E-42,TRUE,FALSE
chr3L,20211601,20213497,-,CG6933,11.50730878,5.67E-48,1.03E-45,TRUE,FALSE
chr3L,20216988,20218393,+,CG17147,3.166450222,6.07E-05,0.000453634,TRUE,FALSE
chr3L,20447106,20447185,+,snoRNA:Me18S-U1356a,5.656327027,0.001564331,0.0083269,TRUE,FALSE
chr3L,20447789,20457448,-,CG5195,1.458017684,3.78E-05,0.000294852,TRUE,FALSE
chr3L,20453798,20455374,+,CG5932,4.715444032,6.99E-21,2.85E-19,TRUE,FALSE
chr3L,20499131,20500475,+,CG5078,1.917728884,9.95E-05,0.000712775,TRUE,FALSE
chr3L,20526808,20528435,+,CG13250,1.729191625,0.003164111,0.015293203,TRUE,FALSE
chr3L,20781985,20785868,-,Six4,4.351266262,1.56E-25,9.14E-24,TRUE,FALSE
chr3L,21259780,21261042,-,CG9391,1.007512377,0.000241048,0.001595698,TRUE,FALSE
chr3L,21275113,21279062,-,CG12974,1.893603729,1.18E-09,1.83E-08,TRUE,FALSE
chr3L,21311873,21327290,+,Rab26,4.179545688,1.81E-16,5.69E-15,TRUE,FALSE
chr3L,21375623,21417173,+,rgn,1.070817055,0.000105453,0.000749752,TRUE,FALSE
chr3L,21398524,21399875,-,sa,3.141830792,0.004534193,0.020801835,TRUE,FALSE
chr3L,21730704,21731530,-,CG14567,2.252280466,4.32E-15,1.17E-13,TRUE,FALSE
chr3L,21732578,21733409,-,CG14566,1.365387166,0.003293298,0.015846501,TRUE,FALSE
chr3L,21801802,21811081,+,eg,2.415262362,1.17E-09,1.83E-08,TRUE,FALSE
chr3L,21927808,21931741,+,CG7442,1.333932703,4.61E-06,4.29E-05,TRUE,FALSE
chr3L,21955461,21962944,+,CS-2,2.14490829,1.93E-10,3.27E-09,TRUE,FALSE
chr3L,22068155,22068856,-,CG7130,1.122805025,0.000193088,0.001302975,TRUE,FALSE
chr3L,22463657,22466609,+,CG11426,1.560682523,3.61E-08,4.51E-07,TRUE,FALSE
chr3L,22467894,22468892,+,CG11425,4.086266648,6.09E-35,5.85E-33,TRUE,FALSE
chr3L,22717333,22719334,+,mael,1.195099882,5.10E-05,0.000384338,TRUE,FALSE
chr3L,22722865,22724700,+,CG32454,1.207473723,0.005871471,0.026095424,TRUE,FALSE
chr3L,22830167,22831270,+,CG11226,1.807230773,3.41E-08,4.29E-07,TRUE,FALSE
chr3L,23547714,23682722,+,AGO3,1.495934848,6.36E-08,7.73E-07,TRUE,FALSE
chr3L,23832958,23979490,-,CG40470,4.867269618,3.73E-24,2.02E-22,TRUE,FALSE
chr3L,24317966,24394755,+,nvd,2.69990016,6.46E-09,9.08E-08,TRUE,FALSE
chr3LHet,722417,789756,-,CG40467,1.644578434,0.000346542,0.002199693,TRUE,FALSE
chr3LHet,911482,1053679,-,CG41343,4.850883375,2.37E-08,3.10E-07,TRUE,FALSE
chr3R,15387,16170,-,Dsk,1.308205959,0.000730797,0.004245154,TRUE,FALSE
chr3R,30206,41033,-,CG14636,2.341645479,1.17E-15,3.44E-14,TRUE,FALSE
chr3R,44178,45852,-,CG31516,2.525895293,8.81E-15,2.33E-13,TRUE,FALSE
chr3R,77613,78765,-,CG14644,2.110550016,9.59E-09,1.33E-07,TRUE,FALSE
chr3R,170728,172372,-,hkb,4.795710292,1.03E-07,1.22E-06,TRUE,FALSE
chr3R,185509,192577,+,CG1090,1.28686842,2.99E-05,0.000240175,TRUE,FALSE
chr3R,219466,219768,-,CG34112,2.015574368,1.79E-06,1.76E-05,TRUE,FALSE
chr3R,267136,279036,-,CG31522,1.045126887,7.27E-05,0.000534954,TRUE,FALSE
chr3R,545518,557595,-,Nep2,1.504655297,2.02E-07,2.30E-06,TRUE,FALSE
chr3R,634057,637783,-,Hus1-like,1.364680932,2.46E-06,2.39E-05,TRUE,FALSE
chr3R,639057,641747,+,CG1129,1.014447184,0.000391439,0.002426179,TRUE,FALSE
chr3R,791168,794226,+,CG1124,1.003692176,0.000218012,0.001457927,TRUE,FALSE
chr3R,1226315,1229851,-,CG2663,3.587147338,3.60E-07,3.94E-06,TRUE,FALSE
chr3R,1315226,1328424,-,CG31547,1.468428968,6.98E-08,8.45E-07,TRUE,FALSE
chr3R,1423317,1423461,-,snoRNA:Psi28S-3571,1.190690466,0.001962743,0.010087989,TRUE,FALSE
chr3R,1423736,1423879,-,snoRNA:Psi28S-3186,1.603364137,4.02E-06,3.78E-05,TRUE,FALSE
chr3R,1424144,1424288,-,snoRNA:Psi28S-2442b,1.289493129,0.004471519,0.02059061,TRUE,FALSE
chr3R,1424359,1424499,-,snoRNA:Psi28S-2442a,1.460600132,0.000857512,0.004863212,TRUE,FALSE
chr3R,1442367,1449844,-,Spec2,1.705016626,5.51E-09,7.77E-08,TRUE,FALSE
chr3R,1447833,1449810,-,CG2911,1.492124379,6.32E-07,6.71E-06,TRUE,FALSE
chr3R,1452215,1453049,-,CG14673,5.991329118,0.000273566,0.001786648,TRUE,FALSE
chr3R,1460346,1461346,-,CG31546,1.263283155,0.002588126,0.012808972,TRUE,FALSE
chr3R,1511853,1538559,+,plx,1.068672992,5.18E-05,0.00039036,TRUE,FALSE
chr3R,1655783,1657507,+,glob3,1.021166201,0.00092829,0.005231172,TRUE,FALSE
chr3R,1657349,1664504,+,CG1208,1.133862749,2.51E-05,0.000204892,TRUE,FALSE
chr3R,1993239,1996032,+,CG1077,4.172325847,0.000128909,0.000901648,TRUE,FALSE
chr3R,2085934,2087832,+,Osi9,6.491554002,1.49E-05,0.000126947,TRUE,FALSE
chr3R,2124853,2126472,+,Osi14,5.341532656,0.006031936,0.026565884,TRUE,FALSE
chr3R,2127527,2129375,+,Osi15,4.335963345,2.38E-05,0.000195011,TRUE,FALSE
chr3R,2581563,2585199,-,bcd,2.219673236,1.06E-10,1.90E-09,TRUE,FALSE
chr3R,2617557,2628152,+,Dfd,5.341532656,0.006031936,0.026565884,TRUE,FALSE
chr3R,2648841,2675886,-,Scr,3.45837867,0.001410051,0.007602277,TRUE,FALSE
chr3R,2880307,2884393,+,CG1979,1.382279231,1.75E-06,1.72E-05,TRUE,FALSE
chr3R,2900558,2903509,+,CG1943,1.794720138,3.75E-10,6.11E-09,TRUE,FALSE
chr3R,3040060,3042805,-,CG14606,1.061074719,0.000216622,0.001449919,TRUE,FALSE
chr3R,3067481,3069728,+,CG14607,2.247277077,2.55E-10,4.24E-09,TRUE,FALSE
chr3R,3099459,3135119,-,rn,2.511027463,5.29E-13,1.21E-11,TRUE,FALSE
chr3R,3318682,3318993,-,CG42656,5.138301287,1.01E-35,1.03E-33,TRUE,FALSE
chr3R,3359950,3362247,-,alpha-Est5,2.277961167,4.77E-15,1.29E-13,TRUE,FALSE
chr3R,3609562,3611841,-,CG18745,1.008373356,0.001485292,0.007951086,TRUE,FALSE
chr3R,3611891,3613645,-,CG18748,4.128504556,1.07E-26,6.66E-25,TRUE,FALSE
chr3R,3622797,3624493,-,CG18744,2.672606997,0.000252082,0.001660724,TRUE,FALSE
chr3R,3885005,3912767,+,CG7918,5.747647476,0.001005722,0.005586111,TRUE,FALSE
chr3R,3931056,3948023,+,puc,1.472219582,1.55E-07,1.80E-06,TRUE,FALSE
chr3R,4087841,4090171,-,RpA-70,1.295686492,4.85E-06,4.48E-05,TRUE,FALSE
chr3R,4113660,4114340,+,CG11671,4.212140639,6.41E-32,5.20E-30,TRUE,FALSE
chr3R,4115127,4116287,-,CG11672,9.549019146,1.79E-25,1.04E-23,TRUE,FALSE
chr3R,4116973,4117726,+,CG31464,7.793151694,2.35E-11,4.63E-10,TRUE,FALSE
chr3R,4150056,4150758,+,CG7443,1.667553301,1.91E-09,2.86E-08,TRUE,FALSE
chr3R,4210765,4213924,-,CG31462,1.147098415,0.011526366,0.045934883,TRUE,FALSE
chr3R,4347747,4349242,+,CG31454,2.032721034,2.96E-05,0.000237749,TRUE,FALSE
chr3R,4349667,4351846,+,CG31259,1.486014169,0.001629808,0.008620663,TRUE,FALSE
chr3R,4354141,4354599,-,CG11741,1.806666853,6.69E-10,1.07E-08,TRUE,FALSE
chr3R,4596968,4598408,-,CG13318,5.144407947,3.47E-36,3.61E-34,TRUE,FALSE
chr3R,4647740,4648563,+,CG8369,2.314575864,3.69E-15,1.01E-13,TRUE,FALSE
chr3R,4760852,4764123,+,osk,1.329621892,5.26E-07,5.65E-06,TRUE,FALSE
chr3R,4868225,4876271,-,Nmdmc,3.800044198,5.84E-34,5.34E-32,TRUE,FALSE
chr3R,4869899,4873699,-,Rel,1.923906069,1.37E-11,2.76E-10,TRUE,FALSE
chr3R,5077574,5078687,+,CG16733,4.767311786,2.59E-07,2.92E-06,TRUE,FALSE
chr3R,5156606,5157617,-,CG16749,1.042748557,0.001093409,0.006033155,TRUE,FALSE
chr3R,5189031,5190560,+,CG18473,1.732891843,2.02E-09,3.02E-08,TRUE,FALSE
chr3R,5407033,5412370,+,CG8301,2.111392366,1.25E-10,2.21E-09,TRUE,FALSE
chr3R,5450874,5452187,-,CG9427,1.114339977,0.000233204,0.001547977,TRUE,FALSE
chr3R,5470850,5471874,-,Fst,3.800584871,2.70E-31,2.14E-29,TRUE,FALSE
chr3R,5507136,5509744,-,CG9444,1.934466643,8.96E-10,1.41E-08,TRUE,FALSE
chr3R,5512781,5518497,-,unc-115,8.337622784,7.37E-54,1.71E-51,TRUE,FALSE
chr3R,5513118,5518516,-,p24-2,8.337622784,7.37E-54,1.71E-51,TRUE,FALSE
chr3R,5513123,5517540,-,CG31352,9.214826541,7.60E-22,3.44E-20,TRUE,FALSE
chr3R,5580454,5581921,-,Rpt3R,2.885364778,1.22E-08,1.66E-07,TRUE,FALSE
chr3R,5597516,5600142,-,Whamy,2.193222727,4.15E-12,8.69E-11,TRUE,FALSE
chr3R,5605240,5608415,-,CR31514,1.243066041,2.25E-05,0.000186288,TRUE,FALSE
chr3R,5605785,5608778,+,CG12947,2.243442578,3.04E-10,5.01E-09,TRUE,FALSE
chr3R,5646235,5646913,-,CG42857,4.326517949,5.50E-30,4.11E-28,TRUE,FALSE
chr3R,5823260,5826036,+,Spn85F,1.473730698,0.001189701,0.006513114,TRUE,FALSE
chr3R,5879119,5879982,+,Npc2e,5.426777294,2.30E-45,3.94E-43,TRUE,FALSE
chr3R,6563313,6576950,-,Takr86C,5.833529982,0.001005722,0.005586111,TRUE,FALSE
chr3R,6694433,6696232,+,Tsp86D,1.201134678,3.72E-05,0.000290483,TRUE,FALSE
chr3R,6703925,6705041,-,CG14695,2.5097367,1.10E-12,2.46E-11,TRUE,FALSE
chr3R,6708154,6710723,-,CG14696,1.563813088,1.41E-07,1.65E-06,TRUE,FALSE
chr3R,6977628,6979571,-,Ugt86Di,1.134563592,0.000574228,0.003415919,TRUE,FALSE
chr3R,6986923,6988868,+,CG4757,7.819474616,7.25E-93,8.41E-90,TRUE,FALSE
chr3R,6999162,7001130,-,Ugt86Dj,1.099852228,0.008436984,0.035321966,TRUE,FALSE
chr3R,7026137,7034357,+,cu,1.47911968,3.29E-07,3.64E-06,TRUE,FALSE
chr3R,7197708,7219326,+,pros,1.104653408,4.65E-05,0.000356605,TRUE,FALSE
chr3R,7278562,7283742,-,PGRP-LB,3.967099895,2.62E-36,2.75E-34,TRUE,FALSE
chr3R,7612897,7615115,+,HisCl1,1.316039579,0.000265078,0.00173799,TRUE,FALSE
chr3R,7804295,7806112,-,CG18547,2.796236878,3.90E-20,1.52E-18,TRUE,FALSE
chr3R,7806553,7807743,-,CG12224,4.62138874,5.74E-35,5.55E-33,TRUE,FALSE
chr3R,7808819,7810263,-,CG3397,8.284106014,3.44E-78,1.85E-75,TRUE,FALSE
chr3R,7810583,7819037,-,mfas,1.117703289,5.43E-05,0.000407965,TRUE,FALSE
chr3R,7819896,7831194,-,Tk,4.434185588,4.73E-09,6.70E-08,TRUE,FALSE
chr3R,7825028,7829239,+,Ect3,3.948768118,1.90E-34,1.79E-32,TRUE,FALSE
chr3R,7894963,7903198,-,CG14741,1.404737423,1.69E-06,1.67E-05,TRUE,FALSE
chr3R,7947298,7953919,-,CG4702,3.540511754,8.21E-10,1.30E-08,TRUE,FALSE
chr3R,8045602,8047185,-,CG4860,1.025823117,0.000256419,0.001686348,TRUE,FALSE
chr3R,8051003,8052061,-,CG12256,5.219232751,0.009538267,0.039278281,TRUE,FALSE
chr3R,8063000,8064831,-,Cyp313a3,3.011471409,3.52E-14,8.86E-13,TRUE,FALSE
chr3R,8096611,8097022,+,CG17738,2.204730405,8.25E-07,8.55E-06,TRUE,FALSE
chr3R,8137074,8138841,+,CG4066,2.178902709,0.001082635,0.005977576,TRUE,FALSE
chr3R,8149244,8150934,+,CG10013,2.841464995,0.00674508,0.029144932,TRUE,FALSE
chr3R,8185732,8188975,+,CG4115,1.661859999,8.14E-07,8.46E-06,TRUE,FALSE
chr3R,8188637,8188711,+,snmRNA:419,3.009387229,0.001858998,0.009610452,TRUE,FALSE
chr3R,8189388,8190402,-,Tim17a1,1.663566858,0.005529831,0.024744763,TRUE,FALSE
chr3R,8190495,8191440,-,GstD10,2.526331591,8.58E-16,2.54E-14,TRUE,FALSE
chr3R,8191901,8193286,-,GstD9,1.580899457,4.83E-08,5.94E-07,TRUE,FALSE
chr3R,8193268,8194987,-,GstD1,1.626204218,1.26E-08,1.71E-07,TRUE,FALSE
chr3R,8197692,8198426,+,GstD2,2.615838635,2.25E-17,7.62E-16,TRUE,FALSE
chr3R,8198789,8199535,+,GstD3,1.783966551,2.03E-09,3.02E-08,TRUE,FALSE
chr3R,8199823,8200546,+,GstD4,2.898057117,1.19E-06,1.21E-05,TRUE,FALSE
chr3R,8201485,8202136,+,GstD5,3.344440083,1.27E-19,4.76E-18,TRUE,FALSE
chr3R,8202893,8203629,+,GstD6,3.974533286,1.05E-06,1.07E-05,TRUE,FALSE
chr3R,8204260,8204977,+,GstD7,5.219232751,0.009538267,0.039278281,TRUE,FALSE
chr3R,8205744,8206537,+,GstD8,5.558833162,0.00383076,0.018063273,TRUE,FALSE
chr3R,8209082,8211348,+,CG17639,1.668054346,0.009154908,0.038021487,TRUE,FALSE
chr3R,8216404,8221702,-,CG10096,1.4575309,1.22E-07,1.44E-06,TRUE,FALSE
chr3R,8216404,8221702,-,CG10097,1.456920593,1.23E-07,1.46E-06,TRUE,FALSE
chr3R,8331514,8334105,+,Hsp70Bb,3.558103359,1.49E-28,1.03E-26,TRUE,FALSE
chr3R,8331514,8334105,+,Hsp70Bbb,3.558103359,1.49E-28,1.03E-26,TRUE,FALSE
chr3R,8473781,8478635,+,CG6234,1.198127366,0.000405486,0.002507063,TRUE,FALSE
chr3R,8500330,8501806,+,CG6188,2.961962899,2.11E-23,1.09E-21,TRUE,FALSE
chr3R,8520867,8523265,+,CG14394,1.714604457,1.80E-07,2.06E-06,TRUE,FALSE
chr3R,8531244,8538021,-,mus308,2.447972267,3.92E-16,1.20E-14,TRUE,FALSE
chr3R,8565383,8567139,+,CG5724,1.69254447,1.07E-06,1.09E-05,TRUE,FALSE
chr3R,8567679,8569402,-,CG5999,1.590144889,1.06E-08,1.46E-07,TRUE,FALSE
chr3R,8681259,8684939,-,CG10126,1.70481663,1.35E-09,2.05E-08,TRUE,FALSE
chr3R,8741843,8760535,+,beat-Vb,5.219232751,0.009538267,0.039278281,TRUE,FALSE
chr3R,8787473,8788973,+,Spc25,1.345595257,2.03E-05,0.000168995,TRUE,FALSE
chr3R,8789518,8791652,+,Cyp304a1,2.191234511,1.65E-13,3.91E-12,TRUE,FALSE
chr3R,8817170,8818923,-,yellow-f,2.055922529,6.63E-12,1.37E-10,TRUE,FALSE
chr3R,8864134,8865906,+,CG11668,1.420029799,0.00010664,0.000757483,TRUE,FALSE
chr3R,8867789,8870123,+,CG11670,1.460771747,4.15E-05,0.000321087,TRUE,FALSE
chr3R,8883480,8903950,+,sim,2.903070725,3.53E-13,8.17E-12,TRUE,FALSE
chr3R,9053963,9085240,-,Ace,1.303519511,1.51E-05,0.0001287,TRUE,FALSE
chr3R,9154789,9159885,-,CG8795,1.882111783,5.89E-06,5.37E-05,TRUE,FALSE
chr3R,9195959,9197626,-,Lip3,3.061281918,0.000361681,0.002283023,TRUE,FALSE
chr3R,9205861,9207065,+,CG8870,1.710598624,6.16E-05,0.000458874,TRUE,FALSE
chr3R,9235263,9241006,-,yellow-e,1.584374869,1.62E-08,2.18E-07,TRUE,FALSE
chr3R,9369687,9371106,-,CG31337,7.955187233,3.77E-13,8.67E-12,TRUE,FALSE
chr3R,9434474,9434968,-,CG9759,10.03932773,5.02E-32,4.14E-30,TRUE,FALSE
chr3R,9693066,9700638,-,E5,1.108715521,0.002026576,0.010394818,TRUE,FALSE
chr3R,9727580,9730344,+,ems,1.082177565,0.000824415,0.004696704,TRUE,FALSE
chr3R,9774156,9775052,+,CG31517,1.9529152,3.29E-08,4.14E-07,TRUE,FALSE
chr3R,9786431,9789891,-,CG9925,1.405784321,1.46E-06,1.45E-05,TRUE,FALSE
chr3R,9956399,9957791,-,CG14356,2.233886313,4.84E-06,4.48E-05,TRUE,FALSE
chr3R,10047795,10049877,-,Sp212,1.324606636,1.92E-06,1.88E-05,TRUE,FALSE
chr3R,10053921,10054882,-,CG9624,1.702201102,1.24E-06,1.25E-05,TRUE,FALSE
chr3R,10070525,10071193,-,CG9616,4.509169425,2.94E-39,3.70E-37,TRUE,FALSE
chr3R,10217402,10307410,-,cv-c,1.152992781,2.83E-05,0.000228327,TRUE,FALSE
chr3R,10346770,10348786,+,Cyp313a1,1.404844779,9.40E-05,0.000675791,TRUE,FALSE
chr3R,10394752,10395363,-,Cys,2.527722958,2.81E-17,9.38E-16,TRUE,FALSE
chr3R,10483192,10484950,+,CG3505,1.420951426,6.44E-07,6.82E-06,TRUE,FALSE
chr3R,10726153,10727310,-,RpS5b,2.332874356,5.94E-16,1.78E-14,TRUE,FALSE
chr3R,10904251,10905007,-,CG6974,2.351363208,0.011971059,0.047443777,TRUE,FALSE
chr3R,10965706,10967444,+,CG3987,1.454101699,3.25E-06,3.10E-05,TRUE,FALSE
chr3R,11028790,11032168,-,Spn5,2.784707038,9.60E-21,3.90E-19,TRUE,FALSE
chr3R,11032417,11034484,-,Spn88Eb,3.290989052,1.09E-26,6.76E-25,TRUE,FALSE
chr3R,11056306,11057408,+,CG34316,2.306030482,0.00013707,0.000955623,TRUE,FALSE
chr3R,11077402,11082791,+,CG42404,1.859066281,9.24E-08,1.10E-06,TRUE,FALSE
